Date;Price
15 2018 21:00:00 GMT+0000;,3883.79,1.
16 2018 21:00:00 GMT+0000;,3946.39,1.
17 2018 21:00:00 GMT+0000;,4404.66,11
18 2018 21:00:00 GMT+0000;,4342.48,-1
19 2018 21:00:00 GMT+0000;,4685.79,7.
20 2018 21:00:00 GMT+0000;,4906.65,4.
21 2018 21:00:00 GMT+0000;,4782.08,-2
22 2018 21:00:00 GMT+0000;,4896,2.38%
23 2018 21:00:00 GMT+0000;,5083.78,3.
24 2018 21:00:00 GMT+0000;,5230.11,2.
25 2018 21:00:00 GMT+0000;,4911.14,-6
26 2018 21:00:00 GMT+0000;,4856.58,-1
27 2018 21:00:00 GMT+0000;,4554.89,-6
28 2018 21:00:00 GMT+0000;,5034.33,10
29 2018 21:00:00 GMT+0000;,4977.22,-1
30 2018 21:00:00 GMT+0000;,4931.49,-0
31 2018 21:00:00 GMT+0000;,4733.43,-4
01 2019 21:00:00 GMT+0000;,4848.3,2.4
02 2019 21:00:00 GMT+0000;,5076.37,4.
03 2019 21:00:00 GMT+0000;,4950.03,-2
04 2019 21:00:00 GMT+0000;,4949.49,-0
05 2019 21:00:00 GMT+0000;,5035.84,1.
06 2019 21:00:00 GMT+0000;,5233.37,3.
07 2019 21:00:00 GMT+0000;,5186.22,-0
08 2019 21:00:00 GMT+0000;,5169.13,-0
09 2019 21:00:00 GMT+0000;,5180.95,0.
10 2019 21:00:00 GMT+0000;,4626.92,-1
11 2019 21:00:00 GMT+0000;,4636.04,0.
12 2019 21:00:00 GMT+0000;,4615.7,-0.
13 2019 21:00:00 GMT+0000;,4395.54,-4
14 2019 21:00:00 GMT+0000;,4663.56,6.
15 2019 21:00:00 GMT+0000;,4496.28,-3
16 2019 21:00:00 GMT+0000;,4541.17,1.
17 2019 21:00:00 GMT+0000;,4585.85,0.
18 2019 21:00:00 GMT+0000;,4536.15,-1
19 2019 21:00:00 GMT+0000;,4668.13,2.
20 2019 21:00:00 GMT+0000;,4448.2,-4.
21 2019 21:00:00 GMT+0000;,4454.89,0.
22 2019 21:00:00 GMT+0000;,4518.13,1.
23 2019 21:00:00 GMT+0000;,4438.19,-1
24 2019 21:00:00 GMT+0000;,4504,1.48%
25 2019 21:00:00 GMT+0000;,4459.57,-0
26 2019 21:00:00 GMT+0000;,4464.28,0.
27 2019 21:00:00 GMT+0000;,4431.87,-0
28 2019 21:00:00 GMT+0000;,4208.5,-5.
29 2019 21:00:00 GMT+0000;,4196.39,-0
30 2019 21:00:00 GMT+0000;,4300.89,2.
31 2019 21:00:00 GMT+0000;,4271.48,-0
01 2019 21:00:00 GMT+0000;,4285.78,0.
02 2019 21:00:00 GMT+0000;,4279.05,-0
03 2019 21:00:00 GMT+0000;,4228.74,-1
04 2019 21:00:00 GMT+0000;,4253.51,0.
05 2019 21:00:00 GMT+0000;,4250.2,-0.
06 2019 21:00:00 GMT+0000;,4157.45,-2
07 2019 21:00:00 GMT+0000;,4165.71,0.
08 2019 21:00:00 GMT+0000;,4545.38,9.
09 2019 21:00:00 GMT+0000;,4539.62,-0
10 2019 21:00:00 GMT+0000;,4519.01,-0
11 2019 21:00:00 GMT+0000;,4524.24,0.
12 2019 21:00:00 GMT+0000;,4558.33,0.
13 2019 21:00:00 GMT+0000;,4493.36,-1
14 2019 21:00:00 GMT+0000;,4483.88,-0
15 2019 21:00:00 GMT+0000;,4485.51,0.
16 2019 21:00:00 GMT+0000;,4537.36,1.
17 2019 21:00:00 GMT+0000;,4525.48,-0
18 2019 21:00:00 GMT+0000;,4950.09,9.
19 2019 21:00:00 GMT+0000;,5051.25,2.
20 2019 21:00:00 GMT+0000;,5059.03,0.
21 2019 21:00:00 GMT+0000;,4970.08,-1
22 2019 21:00:00 GMT+0000;,5038.45,1.
23 2019 21:00:00 GMT+0000;,5309.69,5.
24 2019 21:00:00 GMT+0000;,4818.78,-9
25 2019 21:00:00 GMT+0000;,4889.37,1.
26 2019 21:00:00 GMT+0000;,4822.9,-1.
27 2019 21:00:00 GMT+0000;,4707.65,-2
28 2019 21:00:00 GMT+0000;,4833.57,2.
01 2019 21:00:00 GMT+0000;,4885.22,1.
02 2019 21:00:00 GMT+0000;,4821.79,-1
03 2019 21:00:00 GMT+0000;,4817.79,-0
04 2019 21:00:00 GMT+0000;,4670.2,-3.
05 2019 21:00:00 GMT+0000;,4894.51,4.
06 2019 21:00:00 GMT+0000;,4909.25,0.
07 2019 21:00:00 GMT+0000;,4943.08,0.
08 2019 21:00:00 GMT+0000;,4959.65,0.
09 2019 21:00:00 GMT+0000;,4953.47,-0
10 2019 20:00:00 GMT+0000;,4943.14,-0
11 2019 20:00:00 GMT+0000;,4874.97,-1
12 2019 20:00:00 GMT+0000;,4908.08,0.
13 2019 20:00:00 GMT+0000;,4911.59,0.
14 2019 20:00:00 GMT+0000;,4907.82,-0
15 2019 20:00:00 GMT+0000;,5005.82,2.
16 2019 20:00:00 GMT+0000;,5107.89,2.
17 2019 20:00:00 GMT+0000;,5096.05,-0
18 2019 20:00:00 GMT+0000;,5072.77,-0
19 2019 20:00:00 GMT+0000;,5112.6,0.7
20 2019 20:00:00 GMT+0000;,5129.12,0.
21 2019 20:00:00 GMT+0000;,5051.7,-1.
22 2019 20:00:00 GMT+0000;,5091.19,0.
23 2019 20:00:00 GMT+0000;,5074.06,-0
24 2019 20:00:00 GMT+0000;,5056.28,-0
25 2019 20:00:00 GMT+0000;,4962.48,-1
26 2019 20:00:00 GMT+0000;,4973.76,0.
27 2019 20:00:00 GMT+0000;,5138.85,3.
28 2019 20:00:00 GMT+0000;,5131.55,-0
29 2019 20:00:00 GMT+0000;,5214.23,1.
30 2019 20:00:00 GMT+0000;,5217.32,0.
31 2019 20:00:00 GMT+0000;,5234.34,0.
01 2019 20:00:00 GMT+0000;,5274.34,0.
02 2019 20:00:00 GMT+0000;,6077.88,15
03 2019 20:00:00 GMT+0000;,6704.06,10
04 2019 20:00:00 GMT+0000;,6124.92,-8
05 2019 20:00:00 GMT+0000;,6456.42,5.
06 2019 20:00:00 GMT+0000;,6655.92,3.
07 2019 20:00:00 GMT+0000;,6613.07,-0
08 2019 20:00:00 GMT+0000;,6682.95,1.
09 2019 20:00:00 GMT+0000;,6669.69,-0
10 2019 20:00:00 GMT+0000;,6906.14,3.
11 2019 20:00:00 GMT+0000;,6396.15,-7
12 2019 20:00:00 GMT+0000;,6372.08,-0
13 2019 20:00:00 GMT+0000;,6374.2,0.0
14 2019 20:00:00 GMT+0000;,6397.39,0.
15 2019 20:00:00 GMT+0000;,6294.22,-1
16 2019 20:00:00 GMT+0000;,6524.17,3.
17 2019 20:00:00 GMT+0000;,6573.48,0.
18 2019 20:00:00 GMT+0000;,6680.34,1.
19 2019 20:00:00 GMT+0000;,6657.96,-0
20 2019 20:00:00 GMT+0000;,6663.28,0.
21 2019 20:00:00 GMT+0000;,6520.95,-2
22 2019 20:00:00 GMT+0000;,6674.8,2.3
23 2019 20:00:00 GMT+0000;,6835.8,2.4
24 2019 20:00:00 GMT+0000;,6545.24,-4
25 2019 20:00:00 GMT+0000;,6621.83,1.
26 2019 20:00:00 GMT+0000;,6145.35,-7
27 2019 20:00:00 GMT+0000;,6305.34,2.
28 2019 20:00:00 GMT+0000;,6198.46,-1
29 2019 20:00:00 GMT+0000;,6183.47,-0
30 2019 20:00:00 GMT+0000;,6331.82,2.
01 2019 20:00:00 GMT+0000;,6397.02,1.
02 2019 20:00:00 GMT+0000;,6466.36,1.
03 2019 20:00:00 GMT+0000;,6796.2,5.1
04 2019 20:00:00 GMT+0000;,6685.44,-1
05 2019 20:00:00 GMT+0000;,6770.29,1.
06 2019 20:00:00 GMT+0000;,6862.93,1.
07 2019 20:00:00 GMT+0000;,6907.06,0.
08 2019 20:00:00 GMT+0000;,6945.17,0.
09 2019 20:00:00 GMT+0000;,7039.92,1.
10 2019 20:00:00 GMT+0000;,7368.22,4.
11 2019 20:00:00 GMT+0000;,8086.63,9.
12 2019 20:00:00 GMT+0000;,8087.04,0.
13 2019 20:00:00 GMT+0000;,8970.66,10
14 2019 20:00:00 GMT+0000;,9004.43,0.
15 2019 20:00:00 GMT+0000;,9713.73,7.
16 2019 20:00:00 GMT+0000;,9448.78,-2
17 2019 20:00:00 GMT+0000;,8557.73,-9
18 2019 20:00:00 GMT+0000;,8692.68,1.
19 2019 20:00:00 GMT+0000;,9520.83,9.
20 2019 20:00:00 GMT+0000;,9321.66,-2
21 2019 20:00:00 GMT+0000;,9568.75,2.
22 2019 20:00:00 GMT+0000;,9435.07,-1
23 2019 20:00:00 GMT+0000;,9181.46,-2
24 2019 20:00:00 GMT+0000;,9566.22,4.
25 2019 20:00:00 GMT+0000;,9492.69,-0
26 2019 20:00:00 GMT+0000;,10067.79,6
27 2019 20:00:00 GMT+0000;,10460.08,3
28 2019 20:00:00 GMT+0000;,10421.35,-
29 2019 20:00:00 GMT+0000;,10473.21,0
30 2019 20:00:00 GMT+0000;,10350.95,-
31 2019 20:00:00 GMT+0000;,10119.27,-
01 2019 20:00:00 GMT+0000;,10219,0.99
02 2019 20:00:00 GMT+0000;,10367.22,1
03 2019 20:00:00 GMT+0000;,10230.78,-
04 2019 20:00:00 GMT+0000;,9057.04,-1
05 2019 20:00:00 GMT+0000;,9330.63,3.
06 2019 20:00:00 GMT+0000;,9124.77,-2
07 2019 20:00:00 GMT+0000;,9592.3,5.1
08 2019 20:00:00 GMT+0000;,9392.41,-2
09 2019 20:00:00 GMT+0000;,9231.17,-1
10 2019 20:00:00 GMT+0000;,9552.73,3.
11 2019 20:00:00 GMT+0000;,9494.3,-0.
12 2019 20:00:00 GMT+0000;,9810.54,3.
13 2019 20:00:00 GMT+0000;,9877.32,0.
14 2019 20:00:00 GMT+0000;,9952.48,0.
15 2019 20:00:00 GMT+0000;,10490.63,5
16 2019 20:00:00 GMT+0000;,10519.77,0
17 2019 20:00:00 GMT+0000;,10896.97,3
18 2019 20:00:00 GMT+0000;,10628.51,-
19 2019 20:00:00 GMT+0000;,10752.4,1.
20 2019 20:00:00 GMT+0000;,11036.95,2
21 2019 20:00:00 GMT+0000;,11513.81,4
22 2019 20:00:00 GMT+0000;,12335.79,7
23 2019 20:00:00 GMT+0000;,12581.5,1.
24 2019 20:00:00 GMT+0000;,12441.74,-
25 2019 20:00:00 GMT+0000;,12818.68,3
26 2019 20:00:00 GMT+0000;,15058.94,1
27 2019 20:00:00 GMT+0000;,11967.15,-
28 2019 20:00:00 GMT+0000;,13373.05,1
29 2019 20:00:00 GMT+0000;,13065.05,-
30 2019 20:00:00 GMT+0000;,12418.3,-4
01 2019 20:00:00 GMT+0000;,11382.23,-
02 2019 20:00:00 GMT+0000;,11911.08,4
03 2019 20:00:00 GMT+0000;,12355.83,3
04 2019 20:00:00 GMT+0000;,12852.48,4
05 2019 20:00:00 GMT+0000;,12173.01,-
06 2019 20:00:00 GMT+0000;,12552.25,3
07 2019 20:00:00 GMT+0000;,12646.79,0
08 2019 20:00:00 GMT+0000;,13205.87,4
09 2019 20:00:00 GMT+0000;,13395.78,1
10 2019 20:00:00 GMT+0000;,12779.57,-
11 2019 20:00:00 GMT+0000;,12204.03,-
12 2019 20:00:00 GMT+0000;,12296.45,0
13 2019 20:00:00 GMT+0000;,11870.22,-
14 2019 20:00:00 GMT+0000;,11012.62,-
15 2019 20:00:00 GMT+0000;,11317.99,2
16 2019 20:00:00 GMT+0000;,10122.99,-
17 2019 20:00:00 GMT+0000;,10274.28,1
18 2019 20:00:00 GMT+0000;,11015.39,7
19 2019 20:00:00 GMT+0000;,10873.77,-
20 2019 20:00:00 GMT+0000;,11479.02,5
21 2019 20:00:00 GMT+0000;,10934.92,-
22 2019 20:00:00 GMT+0000;,10619.8,-2
23 2019 20:00:00 GMT+0000;,10646.08,0
24 2019 20:00:00 GMT+0000;,10221.62,-
25 2019 20:00:00 GMT+0000;,10438.69,2
26 2019 20:00:00 GMT+0000;,10494.49,0
27 2019 20:00:00 GMT+0000;,9981.33,-4
28 2019 20:00:00 GMT+0000;,10101.94,1
29 2019 20:00:00 GMT+0000;,10042.89,-
30 2019 20:00:00 GMT+0000;,10200.57,1
31 2019 20:00:00 GMT+0000;,10556.67,3
01 2019 20:00:00 GMT+0000;,10792.47,2
02 2019 20:00:00 GMT+0000;,10903.41,1
03 2019 20:00:00 GMT+0000;,11277.54,3
04 2019 20:00:00 GMT+0000;,11343.29,0
05 2019 20:00:00 GMT+0000;,12082.09,6
06 2019 20:00:00 GMT+0000;,11943.34,-
07 2019 20:00:00 GMT+0000;,11970.67,0
08 2019 20:00:00 GMT+0000;,11751.63,-
09 2019 20:00:00 GMT+0000;,11851.46,0
10 2019 20:00:00 GMT+0000;,11484.91,-
11 2019 20:00:00 GMT+0000;,11615.38,1
12 2019 20:00:00 GMT+0000;,11616.82,0
13 2019 20:00:00 GMT+0000;,11142.12,-
14 2019 20:00:00 GMT+0000;,10288.6,-7
15 2019 20:00:00 GMT+0000;,10262.52,-
16 2019 20:00:00 GMT+0000;,10561.24,2
17 2019 20:00:00 GMT+0000;,10290.94,-
18 2019 20:00:00 GMT+0000;,10599.01,2
19 2019 20:00:00 GMT+0000;,10846.02,2
20 2019 20:00:00 GMT+0000;,10841.85,-
21 2019 20:00:00 GMT+0000;,10248.91,-
22 2019 20:00:00 GMT+0000;,10362.87,1
23 2019 20:00:00 GMT+0000;,10589.94,2
24 2019 20:00:00 GMT+0000;,10316.98,-
25 2019 20:00:00 GMT+0000;,10230,-0.8
26 2019 20:00:00 GMT+0000;,10438.84,2
27 2019 20:00:00 GMT+0000;,10309.06,-
28 2019 20:00:00 GMT+0000;,9759.57,-5
29 2019 20:00:00 GMT+0000;,9600.77,-1
30 2019 20:00:00 GMT+0000;,9649.58,0.
31 2019 20:00:00 GMT+0000;,9649.81,0.
01 2019 20:00:00 GMT+0000;,9717.62,0.
02 2019 20:00:00 GMT+0000;,10222.68,5
03 2019 20:00:00 GMT+0000;,10633.81,4
04 2019 20:00:00 GMT+0000;,10648.66,0
05 2019 20:00:00 GMT+0000;,10444.05,-
06 2019 20:00:00 GMT+0000;,10310.95,-
07 2019 20:00:00 GMT+0000;,10511.08,1
08 2019 20:00:00 GMT+0000;,10396.37,-
09 2019 20:00:00 GMT+0000;,10375.96,-
10 2019 20:00:00 GMT+0000;,10101.49,-
11 2019 20:00:00 GMT+0000;,10129.09,0
12 2019 20:00:00 GMT+0000;,10341.53,2
13 2019 20:00:00 GMT+0000;,10249.13,-
14 2019 20:00:00 GMT+0000;,10497.34,2
15 2019 20:00:00 GMT+0000;,10419.01,-
16 2019 20:00:00 GMT+0000;,10278.01,-
17 2019 20:00:00 GMT+0000;,10579.85,2
18 2019 20:00:00 GMT+0000;,10591.84,0
19 2019 20:00:00 GMT+0000;,10551.9,-0
20 2019 20:00:00 GMT+0000;,10502.11,-
21 2019 20:00:00 GMT+0000;,10377.51,-
22 2019 20:00:00 GMT+0000;,10259.81,-
23 2019 20:00:00 GMT+0000;,10117,-1.3
24 2019 20:00:00 GMT+0000;,8641.15,-1
25 2019 20:00:00 GMT+0000;,8548.74,-1
26 2019 20:00:00 GMT+0000;,8324.16,-2
27 2019 20:00:00 GMT+0000;,8232.88,-1
28 2019 20:00:00 GMT+0000;,8411.64,2.
29 2019 20:00:00 GMT+0000;,8184.45,-2
30 2019 20:00:00 GMT+0000;,8560.76,4.
01 2019 20:00:00 GMT+0000;,8559.99,-0
02 2019 20:00:00 GMT+0000;,8536.27,-0
03 2019 20:00:00 GMT+0000;,8402.88,-1
04 2019 20:00:00 GMT+0000;,8498.86,1.
05 2019 20:00:00 GMT+0000;,8381.78,-1
06 2019 20:00:00 GMT+0000;,8202.62,-2
07 2019 20:00:00 GMT+0000;,8593.12,4.
08 2019 20:00:00 GMT+0000;,8524.54,-0
09 2019 20:00:00 GMT+0000;,8968.77,5.
10 2019 20:00:00 GMT+0000;,8918.47,-0
11 2019 20:00:00 GMT+0000;,8659.83,-2
12 2019 20:00:00 GMT+0000;,8630.69,-0
13 2019 20:00:00 GMT+0000;,8775.14,1.
14 2019 20:00:00 GMT+0000;,8721.54,-0
15 2019 20:00:00 GMT+0000;,8533.04,-2
16 2019 20:00:00 GMT+0000;,8300.39,-2
17 2019 20:00:00 GMT+0000;,8449.62,1.
18 2019 20:00:00 GMT+0000;,8334.07,-1
19 2019 20:00:00 GMT+0000;,8339.33,0.
20 2019 20:00:00 GMT+0000;,8585.93,2.
21 2019 20:00:00 GMT+0000;,8546.35,-0
22 2019 20:00:00 GMT+0000;,8519.55,-0
23 2019 20:00:00 GMT+0000;,7815.76,-8
24 2019 20:00:00 GMT+0000;,7859.7,0.5
25 2019 20:00:00 GMT+0000;,8977.03,14
26 2019 20:00:00 GMT+0000;,9230.42,2.
27 2019 20:00:00 GMT+0000;,9913.38,7.
28 2019 20:00:00 GMT+0000;,9638.47,-2
29 2019 20:00:00 GMT+0000;,9538.43,-1
30 2019 20:00:00 GMT+0000;,9477.37,-0
31 2019 20:00:00 GMT+0000;,9489.5,0.1
01 2019 20:00:00 GMT+0000;,9431.19,-0
02 2019 20:00:00 GMT+0000;,9599.68,1.
03 2019 21:00:00 GMT+0000;,9420.34,-1
04 2019 21:00:00 GMT+0000;,9737.61,3.
05 2019 21:00:00 GMT+0000;,9693.79,-0
06 2019 21:00:00 GMT+0000;,9637.4,-0.
07 2019 21:00:00 GMT+0000;,9489.43,-1
08 2019 21:00:00 GMT+0000;,9132.09,-3
09 2019 21:00:00 GMT+0000;,9125.83,-0
10 2019 21:00:00 GMT+0000;,9397.66,2.
11 2019 21:00:00 GMT+0000;,9088.19,-3
12 2019 21:00:00 GMT+0000;,9144.07,0.
13 2019 21:00:00 GMT+0000;,9107.01,-0
14 2019 21:00:00 GMT+0000;,8992.27,-1
15 2019 21:00:00 GMT+0000;,8789.52,-2
16 2019 21:00:00 GMT+0000;,8789.81,0.
17 2019 21:00:00 GMT+0000;,8880.46,1.
18 2019 21:00:00 GMT+0000;,8524.54,-4
19 2019 21:00:00 GMT+0000;,8400.68,-1
20 2019 21:00:00 GMT+0000;,8386.21,-0
21 2019 21:00:00 GMT+0000;,7851.76,-6
22 2019 21:00:00 GMT+0000;,7582.73,-3
23 2019 21:00:00 GMT+0000;,7542.71,-0
24 2019 21:00:00 GMT+0000;,7281.44,-3
25 2019 21:00:00 GMT+0000;,7379.33,1.
26 2019 21:00:00 GMT+0000;,7341.85,-0
27 2019 21:00:00 GMT+0000;,7773.09,5.
28 2019 21:00:00 GMT+0000;,7780.07,0.
29 2019 21:00:00 GMT+0000;,7940.58,2.
30 2019 21:00:00 GMT+0000;,7707.24,-2
01 2019 21:00:00 GMT+0000;,7575.5,-1.
02 2019 21:00:00 GMT+0000;,7499.19,-1
03 2019 21:00:00 GMT+0000;,7505.71,0.
04 2019 21:00:00 GMT+0000;,7392.17,-1
05 2019 21:00:00 GMT+0000;,7573.79,2.
06 2019 21:00:00 GMT+0000;,7620.09,0.
07 2019 21:00:00 GMT+0000;,7692.06,0.
08 2019 21:00:00 GMT+0000;,7735.3,0.5